,Real values,Predicted values
11792,375000,375751.97568928835
690,635000,382218.89121954364
1777,149000,97245.04557949054
9028,1225000,1026961.1942825706
9262,199900,330026.85368129064
11560,290000,283851.5857693515
3407,415000,355214.09028547024
12573,349000,526464.9130323714
8635,180000,176648.96822752262
5591,369000,422957.952780164
11264,349000,455417.9636583837
25,215000,379796.6517747715
12516,225000,171027.79107400193
9663,675000,575743.1816179658
5937,185000,280883.78611047496
8379,125000,-28610.135550245235
12358,249000,166983.68359398568
7875,365000,394553.1702371167
935,2295000,1095238.5336307422
2014,405000,508670.9708637396
1593,990000,537834.5822769667
9516,279000,267651.8269197749
12306,645000,651872.9173442221
11833,975000,377552.0273684106
10464,229900,262257.4095928422
2416,950000,1054917.8661355379
13370,270000,214938.34099408114
2677,289000,348860.72179381613
9724,317500,343918.11641193327
8960,420000,692980.648273383
8793,395000,549728.214494646
1678,220000,348530.07006642857
2960,349000,380226.3239965525
12544,275000,434418.18283048295
712,330000,228587.01687471487
11657,249000,330645.9103261813
12753,899000,746780.8870952714
1181,1595000,743265.9933902158
11707,258000,459516.67150573246
4465,485000,420175.3998181129
5817,185000,150694.0584461686
9752,210253,180602.77825831197
9779,325000,393570.57083867793
9180,455000,301563.1718748128
8426,248000,472685.6285654117
10989,249000,142029.3832862333
4553,374000,422180.6117120215
4469,497000,751995.1631280573
3608,260000,192844.64253619153
5509,145000,213833.2210611669
8899,280000,496253.8822908661
5555,279000,288282.869327709
10545,639000,584677.0200836642
5102,169500,121019.0007348127
3919,635000,494517.2968249184
8639,320000,425623.18138185143
3600,199000,98356.42379355739
6167,375000,302515.88400543993
2632,559000,678510.7021128329
1494,199000,253920.17697582053
9386,580000,582374.3420567688
8385,160000,243609.9914907781
7429,250000,732592.6646509224
1555,679000,731383.8637953734
6640,289000,233452.17061388807
2461,115000,60351.18589317199
6663,449000,410175.52438490174
6761,219500,340003.85275545885
8686,210000,335234.1753361579
4726,2150000,1301901.2527179802
9117,490000,789112.6376330757
6862,485000,348400.31100218947
13082,350000,282696.82927133824
9325,335000,242125.3789457988
4112,549000,851432.8811562195
311,269000,234732.59334305633
6322,220000,161051.0157889895
835,965000,1012979.126695791
4951,388000,568077.2239602454
2361,268000,253889.55369191908
1585,585000,618702.0770845368
6467,598000,722433.6440114158
11152,210000,229306.6362733164
866,85000,-96713.804342088
8538,450000,540984.2306782608
1148,279000,271806.2292467335
292,314000,305580.6777681605
5980,299000,383157.08007264585
4275,199000,155173.50439284934
60,419000,299148.5208192789
10687,800000,571448.0888510311
13052,310000,578442.573610015
3341,189000,210429.02778479265
1030,165000,122946.11935687118
11165,265000,389827.5883754003
6508,1295000,516292.90057591186
8151,695000,831797.8195828681
2551,430000,435117.63440645434
12549,279000,303164.1671051558
5626,485000,634058.4944994722
3455,839000,653555.8154869643
288,139000,72935.17127410683
12794,450000,654998.8829283974
5371,415000,504812.2103271522
4688,352085,298277.11476630624
3115,535000,851179.8769749405
647,209000,353888.40673394914
1155,498000,617183.7508131615
4680,320000,372380.9639740471
2854,295000,402560.60044736357
7860,258000,262270.0234005987
9505,229000,369619.3554844932
7019,369000,496476.8526864914
13113,440000,359042.36308944627
11648,385000,383936.3313742754
11282,615000,536192.8036292442
13096,455000,531695.7316969836
519,335000,406312.2316564166
12456,275000,206056.3726138992
5729,420000,477387.97501257143
10414,675000,556043.0683040998
6418,430000,615804.3793754325
9043,478000,734144.3549617091
2640,249000,202906.9890819418
4409,299000,638790.2211237303
7431,255000,230206.29951497063
6062,795000,457528.919014405
534,845000,605267.3997104134
5285,790000,1349685.3504246233
4798,279000,395450.4910266952
5240,450000,400820.2306929423
10346,245000,449589.8836016521
5167,245000,208003.1054195849
880,220000,250613.6184079222
1396,742000,549517.2945895061
4090,449000,245079.0096251268
437,195000,226250.9549590696
476,229000,516054.4133576243
8955,402900,319851.53935690236
10729,305000,361603.5149540251
11094,225000,383906.0209676845
9252,180000,135653.20752006926
3563,295000,227535.88662086494
5416,219900,285239.91444171633
12904,365000,415927.3642253874
11178,290000,236563.27882119844
4507,945000,997955.4299014292
7905,670000,715749.9398740316
10023,399000,430627.2425383571
11274,459000,477333.5206449613
318,597500,576857.6617936059
1772,875000,637822.12924797
3433,555000,362104.66580288025
5867,649500,675470.9803126967
3112,525000,604538.380889542
12718,325000,304733.62693026743
7319,259000,251226.55130137183
10621,219000,155311.15613845177
5245,475000,448425.83757611545
9754,320000,487545.9325246072
10867,239000,361417.20325028675
3907,320000,352983.338845395
6285,397400,319560.8950450411
5088,579000,668210.6138781655
6606,324000,447027.5123363217
12292,499000,370633.0739357041
542,1120000,761825.550640186
10599,519150,465868.15751795087
12120,345000,418229.45833436726
1785,329000,272797.28280209936
2077,239000,339810.2227301259
3667,199000,135843.0894885772
580,435000,361231.4926817694
6350,295000,521476.25423737045
5211,349000,334778.88912707823
596,369000,371681.77499839664
1910,390000,408773.81145261315
4645,318000,425819.2133625037
5281,725000,578327.4824967062
2994,525000,413734.0951912013
7531,649000,644608.1943407534
1093,529000,415880.8103966985
4310,590000,538531.7790783067
6790,279000,351926.4538800594
9364,485000,663099.8974999416
11656,399000,381818.99670204945
2739,425000,311898.3128776103
549,398000,769864.1201109954
8594,695000,786992.88424787
10383,295000,361794.0437108236
540,349000,502213.9489352619
9699,232000,340881.9903121808
12406,775000,309725.5557637075
8694,309000,251291.54684470093
2247,419000,348070.174278292
7572,245000,503520.13951203617
560,550000,622075.2585116451
10302,345000,384227.41592923074
3970,185000,107895.48228658683
4977,139000,162038.37526177696
4401,275000,299941.7140069661
7691,695000,726201.1639174761
11592,399000,351244.7858440758
2449,585000,282353.9981329576
7881,399000,621773.183939209
2941,595000,604124.6744198544
2324,409000,421328.6490286261
7214,349000,389157.8552493339
4047,299000,322377.5318988577
1595,249000,224589.18413105057
2486,945000,906675.401691816
12510,220000,230464.27293799754
10472,725000,227698.77855829673
6275,1185000,948160.887738995
12470,365000,317087.4035541775
10526,249000,268206.3256833392
1907,259000,502447.72339223186
4890,600000,543778.6342073027
4151,1295000,1104510.5400232135
8054,328000,401683.74844064674
833,379500,289681.2979639665
11394,789000,499764.5310053824
4015,219000,320033.57934325177
8162,998000,1615479.174452723
5960,249000,266545.9706292787
11715,200000,227179.98282993393
1993,145000,139819.4084971113
3704,325000,206776.0105978049
7169,229000,399905.33034065354
2859,695000,656707.324251423
1923,353000,377909.1509308568
8286,477500,369448.5981795607
11021,385000,309181.11090291024
1708,194000,213750.12895526958
9280,239000,139654.59383877303
1218,215000,147535.98936610826
823,710000,476168.99822165817
9639,249000,363035.2125430033
8009,249900,209447.89241277214
5893,120000,113265.74517871474
13010,375000,331515.39603861433
2645,649000,471938.35200046765
5997,369500,319188.2756284468
10814,275000,285386.69675107783
1859,435000,379845.7905441564
1077,129900,134811.54300862842
9307,290000,438308.71139974095
9293,258000,226029.77717259544
8982,498888,698749.3927323797
12732,300000,527774.1435927398
4167,220000,235791.6489696976
10647,335000,207981.6936498895
3794,1195000,693964.778944612
2712,790000,773671.4650560131
2558,499000,684831.3910078849
698,795000,727332.1498879122
1850,349000,343907.44149608596
5871,825000,935526.7962935134
510,349999,368094.5182884299
5833,270000,226357.21660220128
9413,845000,699630.4072995246
3462,1025000,957385.0121653974
5605,398500,698846.4396527307
12271,390000,657225.2312637549
10929,394308,512510.2334238614
10,329000,437071.56297861255
6022,485000,426427.0067744378
6810,339493,262050.76150411065
11946,225000,167534.9680892594
12867,279000,240463.60628729404
115,375000,299089.53868576733
6501,1098000,854779.9809030208
9847,214900,253889.34979355702
2973,215000,397748.5430504141
6386,359000,219415.50976155
11105,279000,308785.5638405486
6870,499000,442698.93738426367
7470,425000,347626.05137700075
10544,550000,437125.5073848544
341,1950000,1213786.671155105
934,795000,632643.5262229459
3436,590000,543791.8132612938
3629,1795000,1179688.1216087546
11187,330000,393204.50527325313
4206,245000,280809.1791905501
2229,150000,64136.75886951829
8795,399000,518815.56981572235
9255,189000,285065.8815306013
5117,69000,18541.36037914717
13326,245000,282016.32977634924
1563,199000,300130.3691060846
3064,258500,200647.11534810285
2942,740000,715953.8357168688
6680,675000,742709.9829930324
11540,249000,392108.5377703773
2652,290000,492282.53780441167
6628,199900,327505.65927361953
12935,552000,292560.55797768413
11934,235000,430501.8704610827
11144,239000,511073.6901823173
11341,254000,231282.5589843374
10987,249000,452960.8418976682
11959,239000,180332.62627097976
12210,245000,261421.7201385116
6089,2350000,1015422.0272069962
7245,401700,275985.2553239142
10460,318000,281935.23601324577
4403,285000,185446.44827077433
8397,188000,245530.63103355243
2509,165000,156639.7602279354
12519,230000,230766.45115897516
8915,315000,272018.2112856001
12754,1245000,788821.2932508913
13035,450000,544265.3275419213
7162,210000,231713.72385102106
8867,199000,395644.8304336625
10181,259000,359959.86216075555
5655,749000,720018.0838285366
989,199000,190399.01305797766
7828,850000,880932.3700074567
2834,669000,923895.8200918462
10947,895000,366055.4476274493
263,649000,730703.8338189058
5866,645000,466592.91571496776
8016,260000,236180.10356042007
7068,395000,330847.66732769395
10713,249000,416008.02333519736
12580,365000,488787.101356787
3698,309000,323831.4192137965
6179,485000,372397.7088831586
5892,930000,946644.7994944486
5680,1295000,870560.8110642219
6872,513150,676983.0991390127
186,315000,263270.29192637885
8945,379000,536049.9869472779
8050,324000,344244.50556287094
12842,239000,245625.9712821182
11420,249000,302549.94773218106
1703,995000,991188.2208412527
8682,295000,336070.4081344534
8569,565000,477654.800552505
10029,299000,258463.9315909311
818,260000,383349.6903719136
4742,435000,623571.7792929455
2310,285000,297128.37599114596
11654,995000,779181.3516863624
7168,222000,451405.7317494752
10643,525000,444283.99532974546
6991,135000,25644.79177716706
5681,1295000,1123472.9461359459
12007,415000,467554.0847435054
6605,295000,377485.5585909321
5195,310000,335481.5838967925
4790,259500,239118.2399095974
11910,365000,256095.23132156162
5156,219000,256532.36215020498
5824,225000,238237.92144931335
7316,485000,656350.8859193814
2940,549000,648702.4873749103
9647,695000,394195.7135134223
8992,569000,449261.4296033094
7345,499000,631066.857405235
5182,278000,292030.27893451403
10666,375000,449878.2606485954
6865,495000,724607.8579839885
8306,229000,337914.98208396835
4833,374000,423306.5933619078
1655,359000,552640.4573357846
1829,229000,431470.7012985137
7613,320000,380496.38389874366
8617,975000,830967.342350907
4486,595000,755257.3224584219
8947,380900,287630.11835071165
4171,295000,364806.216389143
10740,469000,499859.75812812464
7853,199000,121719.02035770641
10765,238000,279659.90639516496
9975,265000,338956.60682961124
2909,329000,469919.32929878356
10483,299000,323475.46060757193
710,239000,282902.43049208366
7146,149500,143187.7771558101
6426,447500,403906.2404184509
9365,485000,690931.4643960884
11172,279000,361863.02963915374
455,495000,638131.5167704513
2268,419000,441301.6052844532
3985,120000,33521.943721731484
11255,265000,308593.7468593434
5844,349000,452802.1796508751
117,399000,421955.01815952576
2360,259900,175753.58469454042
10934,895000,744418.1716237767
10534,299000,433751.673954612
8892,250000,196574.13785512673
10293,799000,667856.0439518862
5837,319000,277277.7911101449
10182,310000,314414.34820953844
7123,595000,589616.0603293843
11267,369000,326487.9476936788
8786,349000,173432.34234034433
12775,315000,300662.50028864073
9687,249000,284819.6257051601
4550,285000,215392.80503857057
11984,299000,357622.3200073383
3501,1295000,906667.43027402
2995,549000,657000.870825752
9863,360000,278406.5012134868
12820,205000,165480.48163222242
1940,421000,334262.30835239915
9282,240000,131773.08123775088
12031,750000,516464.35357997194
6561,255000,223671.20780855502
2927,80000,-90332.40968531492
9616,475000,499609.76304761
3702,325000,414868.12201925577
1601,349000,258861.78979620925
4589,279000,170029.87108990457
7182,267169,214544.40062013327
12726,650000,559409.173626978
2817,450000,614734.2798635797
13376,300000,199514.83589217663
5543,239000,197394.51215786382
6698,2494793,1155281.467295165
6493,900000,749458.399562584
2626,249000,407820.44466210547
5828,249000,250850.08581060873
11817,645000,602101.8698129145
5569,319000,317591.69458368456
3995,169000,168015.9849955138
2991,449000,536753.7419392824
20,345000,338499.2466758072
4067,369000,368646.82234382874
12404,335000,446611.86202508566
11986,299000,466675.15945062356
7995,220000,277906.959367982
1899,339000,413707.76785598404
6662,449000,789253.0858841976
6208,145000,217401.87782654984
12533,249000,299599.0947248449
10058,399000,404052.304322568
10815,279000,235619.53942543746
3701,320000,662912.9994461271
6168,389000,686372.8960109457
6770,245000,495149.08646767656
6129,360000,465711.03495424706
1502,298500,325080.7046872114
9089,260000,143214.22452379105
958,429000,309164.1644808397
6845,429000,370076.9868195299
8104,449000,550443.0833416234
8295,180000,221449.45060871347
3113,528000,442803.4299435274
10670,450000,350792.28801773104
11369,380000,410447.25211084227
7173,246554,173135.75762028294
11666,259000,251902.54293237938
2759,175000,151925.7874284722
1359,339000,341142.41208458436
9305,289000,398520.99469518976
2028,665000,555832.9200827074
4647,345000,501731.62377977924
4384,239000,366411.65615130647
8847,129000,305877.5842190111
4121,598000,749095.6577804448
12234,279000,448994.97802628105
3376,319000,325495.8695366639
3074,320000,219308.207297993
12034,795000,610478.5352032323
8177,229000,250953.19444821437
7471,429000,449159.20983505837
5069,330000,251097.24285438992
9444,2340000,1305989.2505449113
3564,521000,443816.93104616826
5943,219000,262828.99472533155
11524,225000,303060.7537124077
4477,549000,405280.90535557613
9871,269000,368021.5029963224
9604,240000,214936.7862192376
727,1100000,743384.1941299101
13205,395000,334804.77891129616
7826,450000,193027.77086476274
2278,165000,188291.29988607683
3343,195000,413681.00925124116
2710,695000,784172.6386012163
5582,349000,528132.9334605825
7696,750000,990849.7863768765
1250,1795000,963585.9717800415
5125,110000,152992.25350542937
4222,535000,650702.7858908887
11088,545000,437785.7304832482
7379,385000,501477.7364518567
6601,159000,311801.4243510122
1861,465000,504262.5925300382
535,49000,193738.3316449198
871,120000,89832.59811216127
257,398000,829333.3138813878
7153,180000,393753.11305274884
9744,985000,464605.0822506468
734,249000,213877.9531480905
3504,350000,328009.72439115687
6925,1295000,1371635.434934046
6235,350000,319987.98217530805
4569,199000,244909.09246146385
9819,269000,309170.44649150805
6670,519000,669003.3772179072
10882,275000,277237.0005660176
5353,585000,611705.1275209503
1560,295000,408187.7685353743
6661,449000,939706.1935489592
9430,1495000,816744.0638255976
13339,365000,400058.8872530993
4982,620000,541179.0016178872
411,349000,453062.05342264095
6420,431500,314544.4359687683
529,398000,509712.7956620631
11886,214000,167117.0227793852
4717,749000,756595.6145262385
277,185000,153641.45806433557
5648,625000,817723.2058688505
4320,1950000,1127971.4539598152
7295,995000,1043147.5749253151
4766,180000,248398.9883256662
6881,575000,420647.97971468087
11686,399000,240089.36195051364
7349,195000,145374.74828299496
6112,1575000,1267712.124795716
5881,1675000,1121548.8734865373
1216,169000,166557.63646156102
4599,265000,466343.038208626
8716,549000,392447.33154250064
1889,1495000,816566.4672424499
2090,399000,408032.89838514465
2731,375000,427290.7893721406
2627,262000,306089.7796393917
11692,495000,675611.6311831168
11309,415000,505609.49263950944
1992,119000,281637.36668195657
1315,169000,75575.62786206877
13067,210000,186837.46263702423
12221,260000,166137.8177281184
10158,319000,373370.9934860987
2649,1320000,1214081.9013396937
4044,298000,174428.9395274638
11538,245000,309035.5303818035
9414,850000,692838.3150982561
6046,599000,605968.7722343162
5825,235000,147538.65609970276
3482,329000,769103.8199962057
4119,595000,506294.67523259483
7659,459000,444254.2654161584
12305,627000,639222.092172322
7420,225000,218031.01218789894
12217,250000,205979.41711048345
12301,570000,664107.8139067678
12464,309000,244290.53649586078
1632,199000,114104.5508286992
12553,280000,306845.0404991157
4179,450000,220965.2966719793
3244,310000,229086.8577120891
251,595000,551364.1623896149
11435,355000,315946.0320132117
3567,250000,269260.55228607234
10776,490000,579541.7699636032
11219,249000,254189.72040798888
12667,359000,434852.24203064357
1235,625000,864433.0751906891
250,595000,538318.5183182048
12617,610000,636358.6969943655
3793,1195000,668006.5840958619
2715,845000,825800.0002518483
5849,379000,367999.86653835647
7120,332000,281097.28185447387
1075,462300,280249.9437858922
11008,340000,447434.46039707004
8808,669000,406146.4392834614
7876,375000,439928.4166891548
4811,305000,458077.47154553083
9869,595000,463254.0437714786
8042,299000,271806.52339312236
11732,222000,230915.37540945256
6248,445000,534180.7085974786
11287,995000,692548.8129990569
4661,399000,549197.168867639
13244,635000,828936.1948546163
8550,495000,485358.8985452987
10656,279000,344156.18763640075
11302,329000,352379.7547611464
2115,369000,365709.82860310894
10356,319000,279105.4076316006
7009,469000,670373.5039482341
2955,325000,497222.84608943836
1006,499000,1058588.439284315
3405,399000,369821.9556523965
4581,125000,146053.9341539502
11975,275000,340597.2444029812
10543,550000,536457.8417375179
6087,1990000,1633437.5251665846
8189,350000,472370.50584223255
11581,360000,412579.31688030344
6755,209000,180708.14378075209
7092,550000,735765.1442089949
5887,395000,452239.6966240628
6690,920000,875254.1911155651
2262,895000,619079.485209735
2037,235000,263992.9296564144
9948,289000,219231.87898617226
12565,310000,330181.26306862757
3991,165000,143014.0091304265
877,849000,748749.6931631009
4447,419000,409934.2857435903
12637,995000,712835.7684965504
1862,465000,507416.84851453657
5291,1145000,1147928.2972061122
404,449000,439381.7748367027
1480,220000,339193.8108609037
5584,349000,307374.3851882519
7644,395000,393680.0474873398
9853,235000,206085.34880335757
8033,295000,364660.46987494954
9340,399000,538276.7079325638
4109,545000,894324.5685413168
4585,27500,-20954.764976870734
8967,440000,580877.8925847395
11598,448000,391053.4373770124
7759,59500,-1964.515070501424
8589,680000,1007323.9948944929
4504,850000,1120613.2735673035
3574,695000,489476.2289820827
6613,1545000,1056276.3597842592
11470,740000,442285.365978806
11455,260000,438643.866007886
11545,265000,337494.5988340422
10490,350000,549836.400834538
8398,189000,424993.09571152856
898,289500,168073.9898756796
5982,299000,212326.7397047339
9212,1695000,1298725.5616609524
11749,250000,249969.09281601067
10497,700000,624764.5525750542
11781,320000,252311.95229995885
6307,159000,303085.76427914016
1759,325000,511707.6043277686
1454,625000,462144.923414451
2983,339000,541249.4660904879
2658,385000,600204.9533695038
7485,599000,474988.99234063964
6328,242000,292153.74415888777
1868,750000,695228.5749533286
592,930000,903234.3198818695
3316,299000,484239.8444610031
9690,235000,216332.39040432216
1500,265000,331014.0014501626
6055,725000,833100.3092038098
2988,392500,341005.1736568165
8467,320000,520138.32922772976
830,169500,197433.55574293074
9207,210000,154749.8347515685
12169,419000,416164.86324168683
3140,1588800,1312915.544288829
3263,925000,918073.6925667581
11741,239000,251025.95461560058
1620,687500,677352.2306266893
831,295000,300119.1175394183
10835,465000,437558.5822419938
2599,695000,1142483.5576385497
11076,499000,484039.19044036674
2571,747000,432601.5615307132
9868,595000,366438.3500506368
1755,629000,459874.699773523
5548,269000,344877.35752952896
3519,110000,41955.44203585462
9304,285000,217089.04251900327
2131,235000,198371.87703357064
5141,175000,276345.8913150969
10214,220000,194273.471553317
2935,115000,207589.52527447738
11422,255000,243867.46667070955
3096,399000,425816.0274965915
2071,219000,184382.0909867793
1974,295000,302658.6371395634
246,348000,205596.8664760032
4211,129000,25496.44534425513
3575,495000,482836.3682552753
375,367000,556627.6429869658
12557,295000,401125.7361684777
1307,219000,199045.04563753147
11755,260000,441083.21294190286
4723,1195000,958995.8492505716
389,385000,426940.3543125217
1919,119000,61357.25007676729
6675,575000,615045.402491583
939,369000,485167.204969426
270,200000,232459.46732883554
3744,449500,343147.249492121
7883,399000,300236.5821563023
5247,479000,437689.37370128604
10127,385000,298765.6609454731
7847,149000,189287.28475022805
4653,499000,594792.1430041812
5904,120000,-1165.183228294889
9549,395000,366158.8610201973
6338,259000,178114.36060205975
